Words,X,Y,Group,Value,Model
immunochromatographic,-5.0957346,-0.49851552,967,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
devoted,-0.7672776,-5.331019,967,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
increments,-3.0402708,-4.445387,967,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mobile,-4.5134826,-1.4822335,968,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
oct,-4.6624804,2.1475377,968,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
patching,-5.295649,8.270272,968,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
coordinator,-9.71351,4.104272,968,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
typhus,0.1619323,5.8895416,968,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
zonulin,-10.932718,-4.1319866,969,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hemodynamic,-1.6998627,0.30276132,969,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
normal-appearing,-4.911788,1.2821393,969,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
patchy,-4.5615945,-3.5893502,969,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
colonoscopy,-10.34838,-5.636495,969,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cerebri,-10.247776,3.4662561,970,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pseudotumor,-8.581467,1.0044012,970,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
low-dose,0.8046719,7.1774945,970,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
b-type,-4.8027263,1.3074083,970,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
infancy,-5.1602197,-3.0299156,970,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tbx21,-9.618955,-0.9986795,971,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
feared,-0.26875463,-9.653306,971,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dim,0.81044596,-5.4488344,971,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
associates,-0.3200148,2.609027,971,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pla2g2a,-2.5804539,2.0869436,971,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
1400,-3.002559,1.8278989,972,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
shock-like,-9.660401,4.12159,972,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
preferably,-2.1997437,0.2693578,972,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lymphohistiocytosis,-5.8142858,2.4517846,972,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hemophagocytic,-6.716486,7.599678,972,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
contract,-10.272602,3.5359879,973,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cerebrovascular,-7.9863887,-5.6743236,973,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
thromboembolic,-8.689513,4.017857,973,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prothrombin,-9.499737,1.7742932,973,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
passing,-5.02262,-0.7705324,973,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hydrocephalus,-0.26161885,-9.681933,974,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cranial,-9.868826,-0.3749423,974,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
915,-3.3083303,7.9306574,974,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
formulate,-3.7606997,-2.745166,974,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
harmonized,-4.6183887,1.5983795,974,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
end-stage,0.613039,7.089634,975,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
everyday,0.6527449,-7.8872848,975,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
-like,-2.8654478,-6.621021,975,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lipase,-5.479566,-1.603412,975,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
titration,-3.0454433,-1.8162042,975,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
aplastic,-6.901496,-1.2119159,976,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hypokalemia,-3.126088,0.7719871,976,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
acuity,1.2795405,-2.1631646,976,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
diplopia,-2.7098198,5.9212584,976,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
272,-8.897968,0.26486853,976,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
frisen,-8.309984,4.5794945,977,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
symmetric,-1.454918,-9.4827,977,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
beliefs,-3.8827589,0.7994217,977,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
held,-6.6113667,5.3281174,977,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
idiopathic,-6.209813,-1.1681485,977,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
stenosis,-4.1276035,-2.8548572,978,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
transverse,-7.817531,0.0577831,978,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
irreversible,-6.614866,-2.351116,978,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
untreated,-3.827808,0.16148001,978,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
neuroimaging,-6.661082,5.3123803,978,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
meningeal,-3.0425243,-1.2699267,979,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rsv,-4.389932,5.1685452,979,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
imv,-1.3419458,1.5139589,979,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
covered,-2.2074392,-1.177968,979,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
contributions,-8.184675,-0.6669641,979,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
paragraphs,-1.8966153,2.9779565,980,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
excretion,-7.048728,4.3438444,980,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
particularities,0.20475747,-2.5880547,980,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cns,-12.353464,-0.75535244,980,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
smokers,-4.406324,-6.674644,980,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
men,-3.6953483,-3.5597718,981,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pointing,-3.9513533,-2.4138238,981,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
alike,-12.697472,0.37160954,981,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
visitation,-2.650413,-5.449562,981,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
babies,1.45692,2.0510101,981,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
proportionately,-9.4055,-1.3693181,982,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
well-recognized,-3.213304,-4.502722,982,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
coinfections,-13.071943,0.6057924,982,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
middle-,1.4579383,-1.0936692,982,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
extremities,1.0474076,-0.13783208,982,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
factor-alpha,-7.417687,3.0420446,983,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
necrosis,-9.427721,-2.8015716,983,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
interestingly,-6.387915,-6.651453,983,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
kd-like,-9.606569,-2.7358956,983,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
concurrently,-1.0996526,0.8281895,983,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
age-targeted,-8.934893,-2.8619244,984,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
anti-nucleocapsid,-4.7757435,3.600417,984,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
3-5,0.01779214,2.519687,984,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
age12,-0.8440064,-3.7954922,984,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
9-163,0.047583688,-0.21052484,984,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
359-932,1.0520614,0.14525957,985,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
630,-4.9213305,-4.1302495,985,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ruptions,-4.9011083,-1.2871383,985,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lgers,-1.9186356,-5.360671,985,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prsentent,-6.821299,3.1535442,985,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
asymptomatiques,0.12511347,5.7217526,986,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nombreux,-0.2647901,0.24861011,986,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
donn,-5.863938,4.794107,986,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tant,-3.8321583,2.2992601,986,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cardiaque,0.5281865,-4.0139937,986,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dysfonction,-8.8595085,7.9107533,987,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cphale,-4.332473,-2.6657472,987,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
conjonctivite,-6.858294,1.8434694,987,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cutanes,-4.896936,-1.563323,987,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mucocutans,-11.637405,0.6148399,987,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
peut,-3.9660494,0.815476,988,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
changements,-4.3302197,-8.353068,988,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
diarrhe,-0.92230844,-7.1514597,988,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vomissements,-9.414801,-1.9316704,988,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
abdominales,-5.7219095,-2.2485373,988,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
douleurs,-3.6646926,-3.1817439,989,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
gastro-intestinaux,-6.2451715,-0.11619485,989,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
malaises,-7.322873,-0.89227676,989,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
figurent,-2.4797406,-5.598189,989,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
courants,0.49151486,2.8381844,989,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
signes,-3.8480709,-2.1297202,990,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nombre,-4.079216,-2.6434813,990,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dveloppement,-2.5557694,0.44177112,990,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sembler,-10.266115,-2.224768,990,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
avant,-10.441479,1.5823821,990,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
thrapie,-9.568459,-1.8297524,991,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reactivated,-10.38888,-5.6575933,991,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
telomeric,-4.4005895,9.00661,991,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
chromosomal,0.63475204,7.279314,991,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
chromosomally,-7.816207,5.945771,991,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
inherited,-6.878306,5.339225,992,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
encephalitis,-3.039849,-1.3402998,992,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
carditis,-3.946939,8.0943365,992,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hepatitis,0.39960864,-2.823078,992,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
end-organ,-0.4564557,-6.425301,992,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
latent,-9.3007,-6.2620444,993,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
roseola,-1.8289387,-2.9677498,993,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rapide,-4.844245,5.876881,993,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
soudain,-6.507706,1.3305584,993,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reconnaissance,-1.2254174,-1.5999029,993,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
grce,-2.5349262,-1.6647723,994,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
favorables,-2.422346,-3.0622294,994,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
largement,-2.2229772,1.8616059,994,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
habituellement,-9.161266,-3.868477,994,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ncessitent,-8.152299,1.0748372,994,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
atteints,-2.2416375,-2.8423345,995,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mme,-4.798819,-5.4780736,995,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mdecins,-1.0603331,9.544911,995,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
familles,-3.532226,1.2501608,995,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
surprenant,-0.9268994,5.0691032,995,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lapparition,-4.9421535,0.4442616,996,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
semaines,0.16800562,-7.459127,996,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
145000,1.3791511,0.78999573,996,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
avec,-6.586034,-0.675725,996,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sait-on,-2.716976,2.8749077,996,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lenfant,-8.571202,-3.6332448,997,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
atteint,-4.297933,8.756114,997,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
soit,-5.4453907,0.60470015,997,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
quil,-6.9785976,8.473634,997,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
probabilit,0.9789676,10.007364,997,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
quelle,-8.379396,-2.083717,998,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
connue,-2.2911549,3.3305085,998,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
exposition,-6.527798,7.2468014,998,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
aucune,-5.0588193,4.171038,998,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sans,0.6773116,-0.47470126,998,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
clinique,-5.919472,-7.597843,999,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
quel,0.022750398,4.3130383,999,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
enfant,-2.8313754,-2.5465689,999,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
faibles,-4.932448,-1.3418723,999,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
relativement,-0.52179974,3.37576,999,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rvles,-2.7922723,6.2387366,1000,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mortalit,-4.842116,-3.8304899,1000,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
morbidit,-6.877257,7.8423924,1000,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sur,-6.7224283,3.7362213,1000,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rpercussions,-11.5909815,-2.4385777,1000,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
came,0.67970985,-6.1208396,1001,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sars-cov2-induced,-2.3765998,1.1664633,1001,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
igg3,-8.932015,1.1657395,1001,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
actuellement,-4.0013247,-4.7996054,1001,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pronostic,-4.8377423,2.2185082,1001,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
environ,-8.73306,0.9633755,1002,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dfi,-10.325182,-0.29593647,1002,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
confirme,-6.5426893,-2.3036354,1002,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dont,-5.3708787,4.50139,1002,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
observ,-1.1423771,-6.7435927,1002,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
potentiellement,-5.0312953,5.888036,1003,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mais,-1.0279655,-5.806247,1003,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pdiatrique,-9.73223,-1.2693758,1003,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
publique,-0.56380546,0.84792316,1003,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sant,-9.184711,-2.6213956,1003,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
professionnels,-0.847719,6.4038973,1004,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cliniciens,1.6259346,-0.21947215,1004,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
additionnel,-4.10442,2.7283256,1004,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fois,-1.5464988,2.8565392,1004,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pour,-6.7997837,6.278469,1004,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
encore,-5.5096474,2.857152,1005,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
problme,-5.879259,-5.628327,1005,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nouveau,-1.8174675,-3.4718893,1005,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dun,0.48382133,8.691074,1005,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lmergence,-2.260618,-0.069697715,1005,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pandmie,-6.2677355,-1.3963393,1006,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cur,-6.860586,-3.2615972,1006,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
plein,-5.531417,0.537579,1006,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rponse,-9.749689,-5.632857,1006,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
souffrent,-5.645673,5.0743136,1006,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
qui,-4.064265,-4.574044,1007,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
7000,-4.399829,9.175248,1007,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
released,0.32260883,2.9854417,1007,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
203-728,-0.25641957,-6.0415936,1007,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
apparent,-5.855023,2.4122534,1007,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
originates,-2.7407718,-3.7617738,1008,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
furin-cleavage,-5.868848,-0.6897511,1008,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
furin,-6.446662,6.276171,1008,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tmprss2,-9.824047,-1.154143,1008,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prra,-3.1160657,-6.3876987,1008,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
anti-seb,-4.892791,-1.7822294,1009,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
multisystem-inflammatory,-2.8264508,-0.33111086,1009,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
seb,-4.186011,9.737555,1009,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
enterotoxin,-0.7903038,3.9151132,1009,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
staphylococcal,-1.0826539,-2.2994437,1009,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
superantigen-like,-4.3522563,4.1235104,1010,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
perplexing,-2.321382,5.668292,1010,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cdr2,-7.313784,-0.19623257,1010,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
etiopathogenesis,-4.031679,4.61366,1010,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pediatrician,-0.5083234,1.8000579,1010,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
deteriorated,-0.2525466,-0.71686596,1011,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
workup,-9.971692,-2.0423045,1011,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ten-year-old,-4.9421515,0.646721,1011,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
deteriorate,-0.54714453,-2.2002802,1011,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
strive,-7.047,-5.5769525,1011,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
5200,-0.875685,1.0129393,1012,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
unawareness,-2.0082035,-5.64694,1012,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
-19,-8.70351,-4.5073743,1012,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
e84-e89,-6.345988,2.7022798,1012,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
poly-acidic,-3.0919616,-3.6372454,1012,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
furin-like,-1.6358489,-3.9072783,1013,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pediatr,-2.2696893,-3.9686627,1013,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nichenet,-11.399185,-4.7281485,1013,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
646,-3.305859,-1.9224789,1013,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
244-622,-9.645132,2.2204,1013,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
elevations,-2.4023595,4.052593,1014,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
c5b9,-8.920228,-2.4254372,1014,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
complement-mediated,-0.11948248,-1.3963388,1014,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
revisited,-0.061583765,-0.95742255,1014,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
paving,-2.8008475,6.1754932,1014,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
monogenic,-1.0965906,-3.7970302,1015,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
altering,-2.1075811,-0.38600683,1015,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
triggers,-10.523449,1.8657694,1015,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
myriad,-4.6627474,-0.06179377,1015,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
superantigenic,0.45545352,1.1899042,1015,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
trunk,-4.0979424,-1.3750404,1016,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
trbv11-2,-1.8276684,-7.864785,1016,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
skewed,-4.206295,0.8216511,1016,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
granzyme,-1.206593,4.817813,1016,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hla-drlo,-1.4500017,-3.1692572,1016,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dominated,-1.58021,2.3612745,1017,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
endotheliitis,-6.915386,6.99909,1017,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pneumocyte,-0.20558353,-4.3083925,1017,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
