Words,X,Y,Z,Group,Value,Model
exacerbation,1.810836,4.247439,0.6901486,942,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pneumonia-atelectasis,-0.17960455,-3.9455237,0.9141567,942,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
thalassemia,1.657385,0.9410609,-7.137104,942,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vasculopathy,-5.627728,2.5936284,-2.3758886,942,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
contacting,0.39719167,2.6383417,-10.254708,943,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
5-2,1.3533524,4.067925,-4.532937,943,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
drome,0.31118846,2.0238326,-3.2541883,943,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
syn-,-2.8006732,4.195523,1.325721,943,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tbilisi,3.981261,3.3658154,-3.1219509,943,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
zhvania,-2.5993485,2.149514,-2.949982,944,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
2020-2021,-3.6004198,3.7347844,-7.156409,944,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
acterized,1.0209327,2.8378868,2.0028863,944,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
char-,6.537177,0.3557204,-2.6266541,944,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
necrophorum,-3.169414,1.4107167,-7.0880585,944,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fusobacterium,3.2134974,0.10474134,-4.238993,945,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
eventual,-0.99597394,0.052832335,-4.3824925,945,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
modulatory,-0.53119004,-2.8117564,-5.3379536,945,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hepatosplenomegaly,1.6725693,5.089313,-2.5597265,945,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tendency,-1.6664556,-2.4439728,-2.8257453,945,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hypercoagulability,-1.7515726,-2.0319045,-2.9987466,946,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
said,-1.3809357,6.6195025,0.5023372,946,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
predisposed,-0.45804143,-0.44589823,-9.495573,946,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
self-limiting,0.006081488,5.8715873,-0.6490224,946,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
embolic,4.3732014,4.0281386,0.576399,946,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
arrhythmia,0.24888399,4.6826825,0.12310661,947,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
bed,-0.004389081,1.9780883,-9.85857,947,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
chambers,-4.31717,3.4218369,2.2052445,947,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cardiomyopathies,0.7307956,0.24401702,-5.612901,947,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ominous,-4.5117865,-1.8075101,-1.1675746,947,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
n-terminal,3.268177,2.3027565,0.27944645,948,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cardiogenic,0.467706,0.8713695,-7.4447403,948,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hypoalbuminemia,-3.7291155,5.7494593,-1.5292852,948,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
transplacentally,0.7749418,2.4458017,3.9571726,948,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ana,2.1953678,0.49230474,1.0781988,948,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
horizontal,2.7113204,-1.1608083,-2.2613595,949,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hypercoagulable,5.572529,4.8697796,-0.22774851,949,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
exuberant,-3.3295455,-0.59436756,0.1771727,949,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
culminates,1.7923888,7.249018,-6.7009034,949,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ravaging,2.623736,2.2079856,-1.1260802,949,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dictates,4.2534084,0.7808375,-8.245463,950,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
covidinfection,-2.2473311,2.480381,-1.2221531,950,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rest,4.2171617,-2.3339581,-4.739269,950,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fibrils,-0.75169855,7.598743,-1.4006625,950,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
1640,-0.5381776,-2.4377296,-5.869262,950,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
anf,-0.96927804,2.3606596,-2.3364074,951,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
radiograph,0.68273365,2.5985575,-4.1884665,951,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sore,4.3552194,4.0789347,0.6139242,951,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
host-directed,4.9389734,2.074078,-0.42184728,951,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hepatobiliary,6.057647,3.2385318,-5.703547,951,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
3693,-0.057810854,-2.9352963,0.26204982,952,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
55270,-2.4376254,6.841864,1.1561831,952,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
2017-2018,-1.7884707,-2.62785,-3.8426752,952,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
spain,-0.7771738,0.94693553,-0.47318986,952,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
neglect,-1.3137858,0.4923764,-2.3215723,952,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nonaccidental,0.337782,8.26726,-6.035356,953,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
poisonings,1.7596991,4.1650257,2.9131858,953,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
written,1.270173,9.760672,-3.512756,953,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rareare,1.1580487,8.212841,-2.6560009,953,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
complicationsalthough,-1.4618893,3.5488775,3.4336605,953,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
20-year-old,2.7295773,-0.75899124,-6.457227,954,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hematologic,-0.9319459,-2.1835046,-0.050907556,954,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
neurodevelopmental,-0.67686003,-0.21281342,-3.3523624,954,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
10-30,-3.8749506,-0.72730505,-0.09501174,954,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nurses,2.5263338,1.316712,-5.4966264,954,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
anticipatory,0.69781935,4.9470105,2.3343937,955,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
subsets,-2.1001654,1.6211036,-3.2217312,955,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
il-1ra,3.5254962,5.417664,-3.4959464,955,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mcp1,-2.6558223,0.07884832,-8.458153,955,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cd25s,4.9502916,2.45546,-0.21258992,955,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ts,2.6623666,9.230609,-3.0683641,956,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
combines,-4.3395743,2.737866,-1.8581585,956,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
strikes,-2.0724514,6.2018037,1.978531,956,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tma-directed,-1.6569483,7.2779922,-2.5708425,956,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
1952693,-5.338585,2.9221401,-0.90592206,956,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
bronchiolitis,-1.3510053,0.8626232,-2.2436967,957,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pathogen-targeted,-0.6513922,-3.5831594,-0.8713037,957,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
enterocyte,1.0135281,-3.9377632,-3.8124337,957,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
flag,2.8846488,0.43028,2.4833324,957,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
urged,-0.4008395,5.3632007,2.7819662,957,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
meantime,-0.24496555,1.1147453,-7.8490357,958,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
26th,-1.912167,-2.2247763,-2.6714778,958,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
13-year-old,2.9516103,7.208207,-5.3159127,958,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
multi-inflammatory,-3.637271,4.182532,-3.749868,958,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
recognised,1.4328482,1.3856091,-5.1282983,958,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
emesis,-1.8017199,-0.13735631,-2.833138,959,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
accumulate,1.4521908,6.5630646,-4.0264125,959,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
conversion,2.0076258,-1.5618478,-0.46488887,959,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hepatocytes,1.3070352,3.03391,-1.9633647,959,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
peritonitis,-1.6419361,-2.0373778,-6.8422813,959,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
repurposed,1.7868034,2.902809,0.05033095,960,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pancreas,-1.4507565,-1.5879939,0.8139111,960,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
400,-2.6982832,1.1202759,-3.9782884,960,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tendencies,-3.2644024,3.3442378,2.5173054,960,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hypercoagulopathic,0.94770193,-1.1547319,0.8602159,960,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hypoxemic,-0.6263801,-4.0138774,-3.0208297,961,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
consolidations,-0.40284675,4.1975784,-1.1402614,961,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
negligible,-1.639451,0.3623775,-1.1552527,961,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
thirty-day,-0.03459496,0.05558145,1.8671969,961,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
undetectable,-2.256637,2.1400123,2.6434245,961,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
antithrombotics,-2.3222146,3.9199193,-4.458148,962,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
famotidine,5.4005857,1.6354188,-1.7820603,962,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
displaying,-0.8647884,3.1215224,3.187505,962,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
overactive,2.4364905,7.64748,-1.1171267,962,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
immunobiological,-1.4790257,2.552065,-2.229513,962,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
7-12,4.4831104,1.337874,-0.699454,963,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
expedited,-0.9279468,8.598304,-3.4061785,963,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
v-v,-1.9061406,-1.7183942,0.34499362,963,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
venovenous,0.2922433,4.7959595,3.5690475,963,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cardiopulmonary,4.272472,-2.1562479,-2.881057,963,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
elso,-0.51134044,-2.0058455,-3.3425457,964,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
oedema,4.7306285,3.2331362,-2.4161878,964,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
2-month,-1.002112,-1.1458691,-1.8452243,964,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
-1,1.8650639,-1.6859324,-1.1504724,964,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
thirty-eight,-0.18535325,9.832671,-2.6939676,964,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
distal,3.582764,3.8525426,-0.41981632,965,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ascites,-6.376437,1.3639413,0.21792102,965,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
unexpected,0.9839654,-2.9518566,-3.9806154,965,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
submission,2.201452,3.7720273,-3.0239563,965,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
distinguishable,-2.7836082,-0.7372787,-5.794605,965,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
monocyte-activating,0.65493494,6.0323644,-0.46306318,966,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
complement-activating,1.4346846,2.2238092,-4.3923445,966,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
phagocyte,0.32895464,2.008497,-3.1974773,966,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
disparate,3.9431171,3.1422849,-3.089913,966,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
relentlessly,-1.3569754,8.699658,-3.2662537,966,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
commented,5.6039414,5.100575,-2.354736,967,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
discussing,2.2332597,1.1205409,-1.0748705,967,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
immunochromatographic,-3.9987488,2.199398,0.3831867,967,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
devoted,5.6941104,0.07215701,-0.37000498,967,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
increments,-0.30403277,4.7079935,1.3576033,967,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mobile,3.065905,2.3204923,0.670165,968,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
oct,-2.436463,0.9806007,-3.9910324,968,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
patching,-1.3178807,6.3406043,-2.1431506,968,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
coordinator,0.6976438,0.7851546,-6.422274,968,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
typhus,-2.137405,2.6407144,-3.7728326,968,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
zonulin,-0.34686786,-4.6325946,-0.86037445,969,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hemodynamic,0.45049655,1.9296108,-0.030369274,969,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
normal-appearing,-1.7693905,0.73089164,-2.2995567,969,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
patchy,-1.4029902,2.002493,-1.9587126,969,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
colonoscopy,-0.23403348,6.8730664,-8.495291,969,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cerebri,3.691868,3.1774635,-2.8979475,970,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pseudotumor,-4.6200695,0.24297498,-2.359844,970,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
low-dose,0.27787971,-2.8209312,-1.2350956,970,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
b-type,0.19694154,4.5926003,0.058001805,970,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
infancy,1.530906,5.894763,-2.330563,970,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tbx21,0.14160278,5.8864474,-0.71523553,971,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
feared,0.4000133,5.0868626,-9.8528595,971,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dim,-0.7733685,1.3252082,3.6371746,971,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
associates,-0.014455991,1.4074454,3.758693,971,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pla2g2a,-0.19269855,4.1854496,1.0456265,971,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
1400,0.7630427,0.69904137,-4.865312,972,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
shock-like,1.0171092,0.7926588,-6.3710837,972,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
preferably,2.8203838,1.2120198,-1.771972,972,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lymphohistiocytosis,-1.0905367,5.322239,-4.1694984,972,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hemophagocytic,-3.6525538,1.163635,-0.95089227,972,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
contract,3.692982,3.2726862,-3.0017893,973,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cerebrovascular,0.63967824,2.1677969,2.8869286,973,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
thromboembolic,2.0168054,5.8028665,-1.8557972,973,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prothrombin,0.70595723,-2.7400153,-5.349359,973,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
passing,5.851284,3.6056147,-1.69466,973,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hydrocephalus,0.3998919,5.0885434,-9.854487,974,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cranial,-3.557424,7.049373,-2.6879208,974,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
915,-3.8615115,5.4554334,1.4208441,974,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
formulate,0.18510441,0.20581569,-1.0418684,974,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
harmonized,4.3818955,4.1226354,0.4532891,974,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
end-stage,3.4468985,-1.4074966,-4.7077813,975,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
everyday,0.89645606,-4.9434524,0.24189821,975,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
-like,1.4529715,-0.2819403,-0.099716306,975,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lipase,4.1225953,-0.47024345,-5.980391,975,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
titration,1.1081525,2.137896,-2.3930304,975,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
aplastic,-0.8803896,-0.5898161,-4.9165735,976,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hypokalemia,1.0505859,2.6892614,-0.31794032,976,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
acuity,-0.28044716,7.537644,0.31903884,976,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
diplopia,-0.79435694,1.6237777,-2.6141212,976,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
272,-0.99576014,-0.73693794,-2.1695843,976,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
frisen,4.2026176,1.8433386,-7.26431,977,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
symmetric,3.7155964,5.1928887,-7.374206,977,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
beliefs,6.325143,5.34701,-0.0983549,977,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
held,-2.9096665,0.09043875,-1.1679356,977,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
idiopathic,-1.1701616,-0.53296566,-0.8911902,977,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
stenosis,-0.17514403,2.4618318,1.502411,978,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
transverse,0.63985676,5.499906,-4.6873503,978,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
irreversible,1.8256563,7.0431933,0.62237465,978,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
untreated,-1.5047671,4.0461764,-1.2867886,978,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
neuroimaging,-2.9146051,0.05109755,-1.1678876,978,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
meningeal,-0.12180172,-4.342098,-3.6300163,979,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rsv,2.3037338,5.6869235,-2.9253178,979,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
imv,-3.7031484,-1.0454332,-4.802073,979,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
covered,-2.793874,3.132009,2.5751708,979,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
contributions,-3.8401086,5.5338907,1.3963208,979,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
paragraphs,-3.43698,3.8319685,-2.3780003,980,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
excretion,-0.9725584,4.8896065,-5.9357877,980,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
particularities,-1.7717118,2.6501799,-6.7819595,980,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cns,0.4024705,2.6425166,-10.249158,980,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
smokers,-2.762073,-0.6571999,-5.6513824,980,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
men,-0.1717537,2.7942724,0.5455915,981,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pointing,-1.4500068,3.6666324,1.2477484,981,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
alike,4.2632713,1.4864869,-8.549593,981,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
visitation,5.67733,1.7606654,-0.8422282,981,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
babies,-2.5395572,-2.633975,-0.66676164,981,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
proportionately,0.7154959,6.317553,-3.1991632,982,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
well-recognized,-2.0205503,5.316273,0.68744135,982,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
coinfections,-0.24057919,2.8970382,-10.408142,982,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
middle-,-3.0753314,-0.100495726,1.4820142,982,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
extremities,0.9462208,-3.2239745,-5.6588235,982,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
factor-alpha,-0.5215624,1.5538051,-5.9152684,983,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
necrosis,-0.5906052,8.157837,0.25777456,983,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
interestingly,-0.14397179,4.3736196,-6.159355,983,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
kd-like,-1.1721544,2.5133114,-6.224325,983,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
concurrently,-0.27806246,3.4625378,2.9544196,983,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
age-targeted,0.4619895,1.993551,-5.877592,984,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
anti-nucleocapsid,0.35076946,3.3193088,-1.4769369,984,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
3-5,-2.8395617,1.1155492,1.580164,984,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
age12,1.533268,4.9987483,-2.729361,984,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
9-163,-3.1398578,5.13243,-1.1785287,984,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
359-932,6.4467835,-0.3987216,-2.210852,985,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
630,1.9179133,4.435613,-1.1609236,985,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ruptions,2.8732278,-1.6903288,-1.3623453,985,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lgers,0.8661356,2.9004424,-3.9928694,985,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prsentent,4.1383185,3.914879,-0.8068972,985,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
asymptomatiques,-0.6508097,2.5388002,-3.0461223,986,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nombreux,-0.2615435,-3.4685047,-0.71537167,986,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
donn,0.10749474,0.72102416,-7.426667,986,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tant,0.607169,2.991635,-1.1360242,986,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cardiaque,-2.671347,-2.9276323,-3.9355242,986,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dysfonction,-0.3769398,4.6165495,-8.323472,987,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cphale,-0.14243765,2.4139059,1.6007366,987,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
